"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"humanGene"	"Gene.title"	"Gene.symbol"
"1429879_at"	0.0338428501200319	0.000343173945307075	5.12628230988367	0.504574466841221	0.648765267467051	"C1orf123"	"RIKEN cDNA 0610037L13 gene"	"0610037L13Rik"
"1423261_at"	0.00658816351067161	1.82712846530478e-05	-7.21917709220031	3.31517652923051	-2.30979891371754	"C2orf40"	"RIKEN cDNA 1500015O10 gene"	"1500015O10Rik"
"1444051_at"	0.169985793135743	0.00554570855343959	-3.44761900331248	-2.21622972405274	-0.53556048784526	"C2orf88"	"RIKEN cDNA 1700019D03 gene"	"1700019D03Rik"
"1436431_at"	0.211768043197234	0.00834487575610103	3.21560420306441	-2.61323699708151	0.664197767185225	"C1orf21"	"RIKEN cDNA 1700025G04 gene"	"1700025G04Rik"
"1430886_at"	0.0190070095156501	0.000124983904425318	-5.80061996538435	1.48454257297287	-2.07959650689368	"C10orf11"	"RIKEN cDNA 1700112E06 gene"	"1700112E06Rik"
"1429873_at"	0.191575576443958	0.00695773473349155	3.31857295963892	-2.43684444028288	0.33375427279476	"C17orf64"	"RIKEN cDNA 1700125H20 gene"	"1700125H20Rik"
"1435089_at"	0.0283548687051381	0.00024770666437162	5.33927423325349	0.821846567224732	1.05789247616276	"C9orf3"	"RIKEN cDNA 2010111I01 gene"	"2010111I01Rik"
"1431712_a_at"	0.168250408087288	0.00545029702701774	3.45752158906279	-2.19932973985708	0.342759146646442	"C19orf47"	"RIKEN cDNA 2310022A10 gene"	"2310022A10Rik"
"1426365_at"	0.183685188968376	0.00642757382861719	3.36358529729244	-2.35982053286892	0.679372907592736	"KIAA0907"	"RIKEN cDNA 2810403A07 gene"	"2810403A07Rik"
"1419637_s_at"	0.0901113855946117	0.00175320092403876	4.11697535584247	-1.09066042469685	0.871857368949112	"C5orf34"	"RIKEN cDNA 4833420G17 gene"	"4833420G17Rik"
"1452337_at"	0.238003247892168	0.0108828600308048	3.06576394871516	-2.87008327110463	0.343631157150983	"C14orf80"	"RIKEN cDNA 4930427A07 gene"	"4930427A07Rik"
"1435745_at"	0.0717119159772843	0.00117980181492971	-4.35443292698654	-0.702642674022032	-0.410363602692597	"KIAA0930"	"RIKEN cDNA 5031439G07 gene"	"5031439G07Rik"
"1426017_a_at"	0.114199283728361	0.00269132600211241	-3.86459142867097	-1.51028460438187	-0.639455569518489	"AAR2"	"AAR2 splicing factor homolog"	"Aar2"
"1434528_at"	0.00273262883193296	1.81010376210599e-06	9.22026108816076	5.42190028704612	1.86481214604786	"AARD"	"alanine and arginine rich domain containing protein"	"Aard"
"1421840_at"	0.189968104021701	0.00679826433762058	-3.33173320672102	-2.41431828682336	-0.393587300009759	"ABCA1"	"ATP-binding cassette, sub-family A (ABC1), member 1"	"Abca1"
"1451731_at"	0.153563079014261	0.00455231229112585	-3.56052747734397	-2.02385214539374	-0.501314871249143	"ABCA3"	"ATP-binding cassette, sub-family A (ABC1), member 3"	"Abca3"
"1459391_at"	0.193460692431362	0.00707963208604461	3.30871951819824	-2.45371368422935	0.679275888196137	"ABCA5"	"ATP-binding cassette, sub-family A (ABC1), member 5"	"Abca5"
"1427546_at"	0.226954778042521	0.00978522958872369	3.12568781043245	-2.76737466265819	0.354169701758243	"ABCA8"	"ATP-binding cassette, sub-family A (ABC1), member 8b"	"Abca8b"
"1440879_at"	0.225293838915766	0.00961837086845145	-3.13538985557796	-2.75074266719434	-0.853690534684393	"ABCA9"	"ATP-binding cassette, sub-family A (ABC1), member 9"	"Abca9"
"1435684_at"	0.0999867367130108	0.00211497188142641	4.00596013149074	-1.27438914692836	0.449720433199905	"ABCC5"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"	"Abcc5"
"1458455_at"	0.248383590168541	0.0120083228796543	-3.01035915621109	-2.96499300554663	-0.982952415456088	"ABRA"	"actin-binding Rho activating protein"	"Abra"
"1428146_s_at"	0.17612156100113	0.00594738780525313	-3.40776167302991	-2.28429776837444	-0.706414327028781	"ACAA2"	"acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)"	"Acaa2"
"1423644_at"	0.0345626056304625	0.000354814447726306	5.10472273962497	0.472064889913209	0.867783583112356	"ACO1"	"aconitase 1"	"Aco1"
"1417316_at"	0.244907792851422	0.0117075275800462	-3.02463607958338	-2.94054319945683	-0.830398328558811	"ACOT13"	"acyl-CoA thioesterase 13"	"Acot13"
"1417449_at"	0.113393725050364	0.00264022239111749	3.87578865545095	-1.49152625018213	0.535925099088475	"ACOT8"	"acyl-CoA thioesterase 8"	"Acot8"
"1416408_at"	0.225293838915766	0.00961049318130437	-3.13585211543405	-2.74995021652635	-0.370236134870064	"ACOX1"	"acyl-Coenzyme A oxidase 1, palmitoyl"	"Acox1"
"1420684_at"	0.238003247892168	0.0108657080736392	3.06665241945358	-2.86856078344129	0.288337507905433	"ACOX3"	"acyl-Coenzyme A oxidase 3, pristanoyl"	"Acox3"
"1451828_a_at"	0.162386716210234	0.00507022207986883	-3.4988176349834	-2.12890717044083	-0.752331481830963	"ACSL4"	"acyl-CoA synthetase long-chain family member 4"	"Acsl4"
"1427735_a_at"	0.0661005773319124	0.00101928119710295	-4.44323795774516	-0.559399997135523	-1.68312975094007	"ACTA1"	"actin, alpha 1, skeletal muscle"	"Acta1"
"AFFX-b-ActinMur/M12481_5_at"	0.154544977110991	0.00459855345298219	-3.55473120626388	-2.03370988820719	-0.83245047517069	"ACTB"	"actin, beta"	"Actb"
"1436711_at"	0.203503927557204	0.00777448986011535	3.25566263581561	-2.54458938278269	0.520579091966126	"ACTR5"	"ARP5 actin-related protein 5"	"Actr5"
"1433725_at"	0.0990839850531642	0.00207732109437552	-4.0165518952986	-1.25680016546254	-0.60606806124763	"ACVR1B"	"activin A receptor, type 1B"	"Acvr1b"
"1451604_a_at"	0.116732280271497	0.0027969609620021	-3.84212926977965	-1.54795129792177	-0.732908504742984	"ACVRL1"	"activin A receptor, type II-like 1"	"Acvrl1"
"1435293_at"	0.216658782194158	0.00873659700580625	-3.18967595951279	-2.6576803659185	-0.761294028792899	"ADAM22"	"a disintegrin and metallopeptidase domain 22"	"Adam22"
"1447946_at"	0.153708422748637	0.00456457135233417	-3.5589849362667	-2.02647534363253	-0.804887935984385	"ADAM23"	"a disintegrin and metallopeptidase domain 23"	"Adam23"
"1457058_at"	0.0471491419183441	0.000590657971749282	-4.78046838072485	-0.0254690552488954	-1.73032054068376	"ADAMTS2"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2"	"Adamts2"
