"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"9606"	"Gene.title"	"Gene.symbol"
"1382431_at"	0.00355938786076684	6.44372926978917e-05	-5.62973971602335	1.89011105285944	-0.945039942437901	"ABCA1"	"ATP binding cassette subfamily A member 1"	"Abca1"
"1368103_at"	3.13533658334213e-05	4.43598860629132e-08	-10.6961732557676	8.97952071483908	-0.881978502887439	"ABCG1"	"ATP binding cassette subfamily G member 1"	"Abcg1"
"1390455_at"	0.00724284127854099	0.000207976374215798	-4.97964790632407	0.722759011846924	-0.965965429638562	"ABHD2"	"abhydrolase domain containing 2"	"Abhd2"
"1399019_at"	0.00128602222575714	1.30260458893694e-05	-6.5740342596142	3.47888047541141	-0.386710015802405	"ABHD4"	"abhydrolase domain containing 4"	"Abhd4"
"1372360_at"	0.00833746006585696	0.00026460892906527	-4.84971850957847	0.48289658413091	-0.374334780550486	"ABI1"	"abl-interactor 1"	"Abi1"
"1367702_at"	0.0080453073442789	0.000251197576491039	4.87768365922782	0.534693795190672	0.525207923014699	"ACADM"	"acyl-CoA dehydrogenase, C-4 to C-12 straight chain"	"Acadm"
"1367897_at"	0.00331754218711362	5.78188322909284e-05	5.69152317423081	1.9980300958564	0.872051391894646	"ACADVL"	"acyl-CoA dehydrogenase, very long chain"	"Acadvl"
"1373302_at"	0.00111781741125106	1.04596567952043e-05	-6.7095937071168	3.69618298399113	-0.864765728387763	"ACER2"	"alkaline ceramidase 2"	"Acer2"
"1367942_at"	0.0027936995477334	4.39951350618165e-05	-5.84864255542363	2.27001015551024	-0.730208065101386	"ACP5"	"acid phosphatase 5, tartrate resistant"	"Acp5"
"1396167_at"	0.00786155749400998	0.000239393387145164	4.90360869404008	0.582629433187146	0.545132959570669	"ACP6"	"acid phosphatase 6, lysophosphatidic"	"Acp6"
"1392952_at"	0.000102742023662933	2.56452464978077e-07	9.27038914152258	7.31685585790186	1.3211614078823	"ACSF2"	"acyl-CoA synthetase family member 2"	"Acsf2"
"1370939_at"	0.00625714446091068	0.000162771467535186	5.11307885664036	0.966920323973797	0.606473137873921	"ACSL1"	"acyl-CoA synthetase long-chain family member 1"	"Acsl1"
"1375944_at"	0.00429659391445938	8.75925445116321e-05	5.45632254901496	1.58431799294709	0.55567031320709	"ACSS2"	"acyl-CoA synthetase short-chain family member 2"	"Acss2"
"1372170_at"	0.00657992312615502	0.000178766389383626	5.06189839323552	0.873532298866092	0.824031209610349	"ACY1"	"aminoacylase 1"	"Acy1"
"1389151_at"	0.000580830467567506	3.97796112633828e-06	7.32604188129724	4.65044121010929	1.00084296382198	"ADAM19"	"ADAM metallopeptidase domain 19"	"Adam19"
"1368223_at"	0.00442801687502748	9.16956451177754e-05	-5.43066050696886	1.53871072957094	-0.742381233064348	"ADAMTS1"	"ADAM metallopeptidase with thrombospondin type 1 motif, 1"	"Adamts1"
"1394483_at"	0.00364976254117638	6.7246983378696e-05	-5.60549111113415	1.84760703798333	-0.42853164126503	"ADAMTS5"	"ADAM metallopeptidase with thrombospondin type 1 motif, 5"	"Adamts5"
"1379022_at"	0.00455439431815832	9.72416420867913e-05	-5.39781505561809	1.48020447548168	-0.617809019477102	"ADAMTS8"	"ADAM metallopeptidase with thrombospondin type 1 motif, 8"	"Adamts8"
"1393060_at"	0.00405652917326469	7.89157255804089e-05	-5.51498690456434	1.68823469576869	-0.830253322596234	"ADAMTSL2"	"ADAMTS-like 2"	"Adamtsl2"
"1368534_at"	0.00189175140006493	2.50011198246467e-05	6.18008513012605	2.83197512961009	1.60822785546855	"ADRA1D"	"adrenoceptor alpha 1D"	"Adra1d"
"1374677_at"	0.00332357744993438	5.80308870161217e-05	5.68943130247836	1.99438506132976	0.831875425444434	"ADSSL1"	"adenylosuccinate synthase like 1"	"Adssl1"
"1372301_at"	0.000102742023662933	2.57689245496923e-07	-9.26669053974504	7.31224270341527	-1.04536372706314	"AEBP1"	"AE binding protein 1"	"Aebp1"
"1373181_at"	0.00522010063392826	0.000121862216155887	5.27233198337718	1.25533256380742	0.753477338926682	"AFAP1L1"	"actin filament associated protein 1-like 1"	"Afap1l1"
"1372276_at"	0.000257811651717959	1.11592040486176e-06	8.18868081578696	5.89522475078114	1.39238457795077	"AGPAT3"	"1-acylglycerol-3-phosphate O-acyltransferase 3"	"Agpat3"
"1373378_at"	0.00367272076370234	6.89690641500423e-05	5.59114645259558	1.82242391220783	0.317469841704998	"AGTPBP1"	"ATP/GTP binding protein 1"	"Agtpbp1"
"1385701_at"	2.68547713195502e-05	3.05041369034188e-08	-11.0215831465853	9.32871561545335	-1.13603364724402	"AHNAK2"	"AHNAK nucleoprotein 2"	"Ahnak2"
"1392597_at"	0.00314900555402072	5.37840168344325e-05	-5.73292939145295	2.07005052942888	-0.755018517726532	"AIF1L"	"allograft inflammatory factor 1-like"	"Aif1l"
"1375845_at"	5.35193611228577e-05	8.43258206058081e-08	-10.1558238063768	8.37565830094881	-0.748646673665778	"AIG1"	"androgen-induced 1"	"Aig1"
"1371824_at"	0.00105573472239026	9.53926032964609e-06	6.76696252796062	3.78733040917531	0.9043154373403	"AK4"	"adenylate kinase 4"	"Ak4"
"1383176_at"	8.43921212208369e-09	8.14098085669992e-13	-24.5198068672852	17.8213392233039	-1.80546056572783	"AKIP1"	"A-kinase interacting protein 1"	"Akip1"
"1370902_at"	1.47357464218485e-05	1.04243358719144e-08	-11.9996412949705	10.3172583176428	-1.1335072374606	"AKR1B10"	"aldo-keto reductase family 1, member B8"	"Akr1b8"
"1367985_at"	1.19419134945052e-05	7.29593737405059e-09	-12.3401997065767	10.6412900514928	-2.92055044888967	"ALAS2"	"5'-aminolevulinate synthase 2"	"Alas2"
"1388521_at"	0.00393451703825567	7.57830060746373e-05	-5.53783828878549	1.72858318699898	-0.757255663187127	"ALDH18A1"	"aldehyde dehydrogenase 18 family, member A1"	"Aldh18a1"
"1387022_at"	0.00716431168569941	0.000202909959946792	-4.99301878794683	0.747326532007187	-0.709059587851643	"ALDH1A1"	"aldehyde dehydrogenase 1 family, member A1"	"Aldh1a1"
"1383469_at"	0.00773532225784475	0.00023057473658388	-4.9238566704332	0.620012140979915	-1.43087567994581	"ALDH1A3"	"aldehyde dehydrogenase 1 family, member A3"	"Aldh1a3"
"1388941_at"	0.00592047323120916	0.000149063652851756	5.16128577005619	1.0545748237667	0.587036552030463	"AMZ2"	"archaelysin family metallopeptidase 2"	"Amz2"
"1373351_at"	0.00786633212094587	0.00024089429336004	4.90023967937873	0.576404630201873	0.556395667365592	"ANK2"	"ankyrin 2, neuronal"	"Ank2"
"1367664_at"	0.0014676740266518	1.57626651950771e-05	-6.45746459214972	3.28984980356205	-0.544099892463668	"ANKRD1"	"ankyrin repeat domain 1"	"Ankrd1"
