"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"humanGene"	"Gene.title"	"Gene.symbol"
"1428468_at"	0.209302138109955	0.00432645926940445	3.06949791558584	-2.0658968456087	0.306701176470591	"C9orf72"	"RIKEN cDNA 3110043O21 gene"	"3110043O21Rik"
"1448100_at"	0.231841968573305	0.00548696064891426	2.97687066704183	-2.27622041725805	0.100537254901969	"KIAA1191"	"RIKEN cDNA 4833439L19 gene"	"4833439L19Rik"
"1434719_at"	0.0227256273181538	8.01256141671355e-05	4.51321336615995	1.5285839468831	0.578955294117648	"A2M"	"alpha-2-macroglobulin"	"A2m"
"1423523_at"	0.0137729482787117	3.88483336199888e-05	4.76324364780767	2.18628220905711	0.87310274509804	"AASS"	"aminoadipate-semialdehyde synthase"	"Aass"
"1428988_at"	0.17097042782234	0.00282282072420272	-3.23319359978271	-1.68621516078925	-0.126282196078433	"ABCC3"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"	"Abcc3"
"1418043_at"	0.245347282118039	0.00625913685333465	-2.92502382572897	-2.39242583953344	-0.279985843137254	"ABCC5"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"	"Abcc5"
"1427958_at"	0.174987980636918	0.00294602946687098	3.21696347753269	-1.72429227996057	0.298045490196078	"ABHD10"	"abhydrolase domain containing 10"	"Abhd10"
"1417669_at"	0.0172033133281416	5.42137717917385e-05	4.64834959950639	1.88347219353134	0.465067450980396	"ABHD12"	"abhydrolase domain containing 12"	"Abhd12"
"1416408_at"	0.222532131992758	0.00492336404849556	3.01926441953683	-2.18038320738464	0.204789019607844	"ACOX1"	"acyl-Coenzyme A oxidase 1, palmitoyl"	"Acox1"
"1422478_a_at"	0.189664438172484	0.00337701335485603	3.16488126047495	-1.84585198884745	0.395786274509806	"ACSS2"	"acyl-CoA synthetase short-chain family member 2"	"Acss2"
"1456658_at"	0.209302138109955	0.00427471155503038	-3.07415766305557	-2.05522699107807	-0.0945245490196012	"ACTA2"	"actin, alpha 2, smooth muscle, aorta"	"Acta2"
"1435788_at"	0.12277363807893	0.00152046682680385	3.46502256862308	-1.13283177516271	0.28812078431373	"ACTR10"	"ARP10 actin-related protein 10"	"Actr10"
"1423385_at"	0.234466700213553	0.00560075884502558	2.96881282865067	-2.2943537088586	0.208388235294123	"ACTR8"	"ARP8 actin-related protein 8"	"Actr8"
"1452595_at"	0.22075298752826	0.00479711908102651	-3.02938830793068	-2.15738997275198	-0.234342156862745	"ADAMTS4"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4"	"Adamts4"
"1422561_at"	0.209302138109955	0.00433372860185628	3.0688475712758	-2.06738533242363	0.227135294117645	"ADAMTS5"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)"	"Adamts5"
"1456307_s_at"	0.000408189625569908	4.13766478100832e-07	-6.3226212470016	6.29820752939315	-0.488794509803919	"ADCY7"	"adenylate cyclase 7"	"Adcy7"
"1450054_at"	0.0608552861632516	0.000378166388233516	3.9691228697067	0.121349769022508	0.312698039215684	"ADD1"	"adducin 1 (alpha)"	"Add1"
"1452002_at"	0.136078606649447	0.00193112875015963	3.37611692726592	-1.34707227481034	0.290835803921569	"ADNP2"	"ADNP homeobox 2"	"Adnp2"
"1451459_at"	0.0816959239101043	0.000696894006351628	3.75011283159297	-0.430945069945455	0.252418823529416	"AHCTF1"	"AT hook containing transcription factor 1"	"Ahctf1"
"1417247_at"	0.0808156894034859	0.000676728998971455	3.76071159738508	-0.404456858241451	0.302692941176469	"C2orf49"	"expressed sequence AI597479"	"AI597479"
