"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"humanGene"	"Gene.title"	"Gene.symbol"
"98594_at"	0.0694138338754236	0.000811524369490842	-4.72478829164895	-0.253873991756064	-0.757771225886826	"C3orf58"	"RIKEN cDNA 1190002N15 gene"	"1190002N15Rik"
"96212_at"	0.238931172722907	0.0146557718053929	-2.94541314995645	-3.05614424065632	-0.433171743787655	"C6orf136"	"RIKEN cDNA 2310061I04 gene"	"2310061I04Rik"
"96089_at"	0.181132559287311	0.00737974134280543	-3.3491982337965	-2.39502544713281	-0.571035297908448	"C11orf54"	"RIKEN cDNA 4931406C07 gene"	"4931406C07Rik"
"161243_f_at"	0.240015695355418	0.0148156422615221	-2.93907204491805	-3.06654508569889	-1.03620688650495	"ABHD8"	"abhydrolase domain containing 8"	"Abhd8"
"161224_f_at"	0.185396840778353	0.00773489467258124	-3.32131285522993	-2.4404897322862	-0.825173085038477	"ACE"	"angiotensin I converting enzyme (peptidyl-dipeptidase A) 1"	"Ace"
"93719_at"	0.141771164042593	0.00405660747916561	3.70816429999443	-1.81490433911618	1.3179448139544	"ACKR4"	"atypical chemokine receptor 4"	"Ackr4"
"160207_at"	0.180249238676845	0.00728147160598398	-3.35715861759044	-2.38205521095809	-0.420934575849328	"ACLY"	"ATP citrate lyase"	"Acly"
"101515_at"	0.0566462346783058	0.000417316911467339	5.17393010973506	0.386683415619624	0.696733174584534	"ACOX1"	"acyl-Coenzyme A oxidase 1, palmitoyl"	"Acox1"
"97456_at"	0.242782958410208	0.0153748839256098	-2.91742327301597	-3.10204982532224	-0.629315593251148	"ACSL5"	"acyl-CoA synthetase long-chain family member 5"	"Acsl5"
"100381_at"	0.214090475362575	0.0114348452167551	-3.0907631805401	-2.81771759583791	-0.970902071918854	"ACTA1"	"actin, alpha 1, skeletal muscle"	"Acta1"
"93100_at"	0.206802833410439	0.0104825587402953	-3.14185388395059	-2.73396756631944	-0.499516585349683	"ACTA2"	"actin, alpha 2, smooth muscle, aorta"	"Acta2"
"96573_at"	0.172941555193476	0.00671611081681962	-3.40522369757738	-2.30382472889106	-0.610432115433127	"ACTG1"	"actin, gamma, cytoplasmic 1"	"Actg1"
"162085_r_at"	0.224122835759893	0.0127392523954829	3.02741808281398	-2.92161581048115	0.833007991346609	"ACTR10"	"ARP10 actin-related protein 10"	"Actr10"
"93460_at"	0.170857014751603	0.00646046233501176	-3.42834731923212	-2.26624334410397	-1.15332464785606	"ACVR1"	"activin A receptor, type 1"	"Acvr1"
"103554_at"	0.0881995424847013	0.00157531041332871	4.29502216568012	-0.89628641657752	0.915775006277052	"ADAM19"	"a disintegrin and metallopeptidase domain 19 (meltrin beta)"	"Adam19"
"94906_at"	0.125818679129351	0.00331030734243656	3.83207189131767	-1.61746207255596	0.768412417870364	"ADH1C"	"alcohol dehydrogenase 1 (class I)"	"Adh1"
"99104_at"	0.0094980593552928	1.14086235049161e-05	8.03138071369598	3.72347802391079	1.65418820185248	"ADIPOQ"	"adiponectin, C1Q and collagen domain containing"	"Adipoq"
"97690_at"	0.212693052342122	0.0110858198403305	-3.10896600555148	-2.78787228517479	-0.746415070093357	"ADK"	"adenosine kinase"	"Adk"
"92538_at"	0.224511248098141	0.0128909554297984	3.02048395843341	-2.93299131535992	1.03974579745026	"ADRB3"	"adrenergic receptor, beta 3"	"Adrb3"
