"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"224752_at"	5.03098714928771e-05	1.17939779074398e-09	9.77023747748425	11.7032230511864	0.704085027517857	"LOC101930655///C7orf73"	"uncharacterized LOC101930655///chromosome 7 open reading frame 73"
"209956_s_at"	5.03098714928771e-05	2.64722208909348e-09	9.35379308018238	11.0029928174186	1.41058063898214	"CAMK2B"	"calcium/calmodulin dependent protein kinase II beta"
"45714_at"	5.03098714928771e-05	2.7604867760152e-09	9.33251529516841	10.9665108453075	1.49489418353572	"HCFC1R1"	"host cell factor C1 regulator 1"
"222105_s_at"	5.16000212344483e-05	3.77503584705612e-09	9.17446847213427	10.6933627275971	0.814277130875002	"NKIRAS2"	"NFKB inhibitor interacting Ras like 2"
"228622_s_at"	0.000137065992583405	1.25346129477279e-08	8.58297411737983	9.63676788147601	0.745739618696432	"DNAJC4"	"DnaJ heat shock protein family (Hsp40) member C4"
"201949_x_at"	0.000179892031370753	2.08323168484478e-08	8.33917501706565	9.18529411239953	0.671399072357147	"CAPZB"	"capping actin protein of muscle Z-line beta subunit"
"211801_x_at"	0.000179892031370753	2.42340891047206e-08	8.26730887581577	9.05041631098662	0.611852786285715	"MFN1"	"mitofusin 1"
"218537_at"	0.000179892031370753	2.63216506806771e-08	8.22818520064262	8.97664522284039	1.23381512635714	"HCFC1R1"	"host cell factor C1 regulator 1"
"211997_x_at"	0.000272532425882455	4.84911008841458e-08	-7.94184218665201	8.42932856460604	-0.701565262678571	"MIR4738///H3F3B///H3F3A"	"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A"
"208786_s_at"	0.000272532425882455	4.984589408001e-08	7.92904775421317	8.40456964693769	0.563309661571429	"MAP1LC3B"	"microtubule associated protein 1 light chain 3 beta"
"201002_s_at"	0.000303914136783541	6.12626975888683e-08	7.83361125714575	8.21906866082035	0.777245210928573	"TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1"	"TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1"
"211136_s_at"	0.000303914136783541	6.67026912007772e-08	7.79440581310472	8.1424464592669	1.655424634875	"CLPTM1"	"CLPTM1, transmembrane protein"
"200680_x_at"	0.000309599300512902	7.3613002408189e-08	-7.74909584055241	8.0535906847959	-0.613076499999996	"HMGB1"	"high mobility group box 1"
"228830_s_at"	0.000342409295547613	9.24750909849063e-08	7.64472209505395	7.84767254171872	0.773046166464287	"ATF7"	"activating transcription factor 7"
"202136_at"	0.000342409295547613	9.7051763998532e-08	-7.62270523115165	7.80401609827001	-0.502375468767855	"ZMYND11"	"zinc finger MYND-type containing 11"
"1560456_at"	0.000342409295547613	1.00202080087093e-07	-7.6081614973761	7.77513596436989	-0.548745611125001	"PLIN5"	"perilipin 5"
"227726_at"	0.000385327658627233	1.24976919606191e-07	7.50791983998289	7.57517670833428	0.525730197053572	"RNF166"	"ring finger protein 166"
"227274_at"	0.000385327658627233	1.26856842346414e-07	7.50116772814101	7.56165105587745	0.41209332001786	"SYNJ2BP-COX16///SYNJ2BP"	"SYNJ2BP-COX16 readthrough///synaptojanin 2 binding protein"
