"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"216899_s_at"	4.32418625953202e-07	7.90889119255971e-12	-9.93971857174228	16.0910645891117	-1.10436461193652	"SKAP2"	"src kinase associated phosphoprotein 2"
"205445_at"	1.94581523394544e-06	7.11775119870303e-11	-9.13127067498279	14.1675871842842	-2.56790475728088	"PRL"	"prolactin"
"244549_at"	2.23785421514728e-06	1.59464578112508e-10	-8.84198570233783	13.4543094593039	-1.15495665239139	""	""
"238956_at"	2.23785421514728e-06	1.63720472987456e-10	-8.83260341168427	13.4309588186436	-2.73285505053183	"EFNA2"	"ephrin A2"
"219355_at"	6.32508126347681e-06	8.13903932921502e-10	-8.26845541700126	12.0023766394075	-1.28268768055011	"CXorf57"	"chromosome X open reading frame 57"
"1559760_at"	6.32508126347681e-06	9.01118019586718e-10	-8.23309618614947	11.9112614033164	-3.68700794776605	"LOC401220"	"uncharacterized LOC401220"
"223986_x_at"	6.32508126347681e-06	9.25480568958655e-10	8.22383811242942	11.8873747940238	1.61228882110096	"DMRT2"	"doublesex and mab-3 related transcription factor 2"
"202305_s_at"	3.20278018003987e-05	6.44363639331295e-09	-7.55916752243982	10.1411242780293	-0.990127958567237	"FEZ2"	"fasciculation and elongation protein zeta 2"
"1556136_at"	4.36678578298959e-05	9.58416632754918e-09	7.42513660042612	9.78188201766001	2.00802866350972	"MYLK4"	"myosin light chain kinase family member 4"
"235571_at"	5.6244475122979e-05	1.3373171954252e-08	-7.31312870161359	9.47996807016959	-1.44137679242946	"MIR34A"	"microRNA 34a"
"227662_at"	9.44425982622428e-05	2.65678520402126e-08	-7.08355529620131	8.85655844630469	-1.1019095130562	"SYNPO2"	"synaptopodin 2"
"240091_at"	9.44425982622428e-05	2.93648682296868e-08	-7.0502089396231	8.76551410345018	-2.26097492931936	"PSMA8"	"proteasome subunit alpha 8"
"240967_at"	9.76753510342556e-05	3.26975277070933e-08	-7.01443104604031	8.66769769509299	-2.0929645581062	"KRTAP19-3"	"keratin associated protein 19-3"
"230788_at"	9.76753510342556e-05	3.39429660658593e-08	-7.00199797495028	8.63367386291135	-2.27543685521574	"GCNT2"	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"
"238850_at"	0.000121443158266688	4.52149378073163e-08	-6.9067669798998	8.37253396359482	-2.41824285995076	"LINC00461///MIR9-2"	"long intergenic non-protein coding RNA 461///microRNA 9-2"
"1564263_at"	0.000121443158266688	4.66448344508541e-08	-6.89644129243971	8.34416334294719	-2.66913927124891	"LINC00330"	"long intergenic non-protein coding RNA 330"
"231348_s_at"	0.000122379654240895	4.92428421271091e-08	-6.87847204902664	8.29476595667126	-3.4862675671159	"LMO3"	"LIM domain only 3"
"205358_at"	0.000170846529696117	7.18695963970864e-08	-6.75335047164215	7.94993259039066	-2.61777934023677	"GRIA2"	"glutamate ionotropic receptor AMPA type subunit 2"
"220037_s_at"	0.000177461207304421	7.78979236452879e-08	-6.72674401398143	7.87641440124877	-1.49256483157744	"LYVE1"	"lymphatic vessel endothelial hyaluronan receptor 1"
