"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"9606"	"Gene.title"	"Gene.symbol"
4319	0.00870012653292905	0.000266448615522461	4.28565251029814	0.451926689572945	1.00599230769231	"A1CF"	"APOBEC1 complementation factor"	"A1cf"
18459	0.0431171027798605	0.00427407291944171	-3.16335047939246	-2.13874698713835	-0.437553846153846	"A4GALT"	"alpha 1,4-galactosyltransferase"	"A4galt"
16413	0.0103742996040338	0.000362075032755486	4.16363805625478	0.163451312669161	0.811984615384615	"AAAS"	"aladin WD repeat nucleoporin"	"Aaas"
13744	0.00103641370530675	3.28789142964454e-06	-6.05356529270659	4.59296845699891	-4.19931538461539	"AACS"	"acetoacetyl-CoA synthetase"	"Aacs"
12882	0.0556281409645186	0.00652889485067389	-2.98514767581191	-2.52786101177392	-0.914215384615385	"AADAC"	"arylacetamide deacetylase"	"Aadac"
17432	0.0126109574591953	0.00050915508211875	4.02773311021996	-0.156816492116508	0.505415384615385	"AAK1"	"AP2 associated kinase 1"	"Aak1"
21866	0.0613599002682575	0.00767414839869315	-2.91633785354638	-2.6755776014013	-0.675846153846154	"AARD"	"alanine and arginine rich domain containing protein"	"Aard"
274	0.124374624431612	0.0260378892692309	2.37593420383892	-3.77480270067631	0.663176923076923	"AASS"	"aminoadipate-semialdehyde synthase"	"Aass"
7329	0.0334746599206553	0.00269421733937512	3.35444323082081	-1.71227743567194	0.329461538461538	"AATK"	"apoptosis-associated tyrosine kinase"	"Aatk"
12224	0.0377739561768177	0.00340012071819073	3.25842820781372	-1.92764720325625	0.708938461538462	"ABCB7"	"ATP binding cassette subfamily B member 7"	"Abcb7"
10144	0.0223088455365645	0.00136315330767882	3.63223159536528	-1.07866358889604	0.447715384615385	"ABCB8"	"ATP binding cassette subfamily B member 8"	"Abcb8"
9394	0.141971197001162	0.0325013708378653	2.27282157935088	-3.96999187583443	0.3653	"ABCC6"	"ATP binding cassette subfamily C member 6"	"Abcc6"
6324	0.133507307183072	0.0292370557639048	2.32228355861914	-3.87702235851088	0.476861538461538	"ABCC9"	"ATP binding cassette subfamily C member 9"	"Abcc9"
3082	0.0544956600599243	0.00629157864577022	3.00084266727037	-2.49396096919056	0.591138461538462	"ABCG8"	"ATP binding cassette subfamily G member 8"	"Abcg8"
17450	0.0320512172482909	0.00252215614199803	3.38155525973828	-1.65109339858553	0.667292307692308	"ABHD1"	"abhydrolase domain containing 1"	"Abhd1"
2147	0.0741195516261561	0.0107996916573644	2.76911468015999	-2.98633166280108	0.437661538461539	"ABHD11"	"abhydrolase domain containing 11"	"Abhd11"
236	0.0678029459541541	0.00908204703606821	2.8440706049898	-2.82905363194819	0.362976923076923	"ABHD14A"	"abhydrolase domain containing 14A"	"Abhd14a"
10638	0.0799645510736243	0.0124118345960412	2.70839943802101	-3.11222526667514	0.486676923076923	"ABHD14B"	"abhydrolase domain containing 14b"	"Abhd14b"
3070	0.0968135546633612	0.0169639769058008	2.57022047545173	-3.39336751596045	0.401461538461539	"ABHD4"	"abhydrolase domain containing 4"	"Abhd4"
17638	0.00621761531736148	0.000142278123354329	-4.53494308479555	1.04290700455855	-1.25024615384615	"ABI1"	"abl-interactor 1"	"Abi1"
16695	0.104586878092977	0.0194252998222992	2.50943096998576	-3.5145348516266	0.603861538461538	"ABL2"	"ABL proto-oncogene 2, non-receptor tyrosine kinase"	"Abl2"
14732	0.148843589365964	0.0353560812970468	-2.23314967146766	-4.04365372064809	-0.178269230769231	"ABLIM2"	"actin binding LIM protein family, member 2"	"Ablim2"
12353	0.0399257942762932	0.00373766974190755	-3.21917630631916	-2.01507098018221	-1.86817692307692	"ABLIM3"	"actin binding LIM protein family, member 3"	"Ablim3"
5114	0.0759621932085013	0.0113202418278781	-2.74862461749856	-3.02897212466571	-0.441861538461538	"ABRA"	"actin-binding Rho activating protein"	"Abra"
18554	0.0541561770292861	0.00619095617467501	3.00766917488506	-2.47919282915246	0.713261538461539	"ACAD9"	"acyl-CoA dehydrogenase family, member 9"	"Acad9"
13086	0.142033073312939	0.0325468746885583	2.27216473032863	-3.97121813004933	0.958576923076923	"ACADM"	"acyl-CoA dehydrogenase, C-4 to C-12 straight chain"	"Acadm"
7776	0.108314189069739	0.0206671399867249	2.48143541123936	-3.5697915529023	0.535415384615385	"ACADS"	"acyl-CoA dehydrogenase, C-2 to C-3 short chain"	"Acads"
18082	0.0185767779844567	0.000977587027469173	3.76637731747787	-0.768110824169641	0.847876923076923	"ACADSB"	"acyl-CoA dehydrogenase, short/branched chain"	"Acadsb"
10831	0.119502589442328	0.0242711278149946	2.40822182339078	-3.71261410514479	0.405746153846154	"ACADVL"	"acyl-CoA dehydrogenase, very long chain"	"Acadvl"
