"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"humanGene"	"Gene.title"	"Gene.symbol"
"1454161_s_at"	0.0830365142012909	0.00417167938012035	4.28867654157772	-1.97433227322539	0.807217283333332	"C14orf1"	"RIKEN cDNA 0610007P14 gene"	"0610007P14Rik"
"1431126_a_at"	0.189714413854619	0.0199553264744975	-3.05374182578581	-3.63621096164897	-0.469470250000001	"C16orf13"	"RIKEN cDNA 0610011F06 gene"	"0610011F06Rik"
"1429879_at"	0.19075826143042	0.0201851034396172	-3.04531040537535	-3.64821086572932	-0.354457199333335	"C1orf123"	"RIKEN cDNA 0610037L13 gene"	"0610037L13Rik"
"1424404_at"	0.168890410612781	0.0160535950488236	-3.21533798778769	-3.40757294138721	-0.404194099000001	"C4orf19"	"RIKEN cDNA 0610040J01 gene"	"0610040J01Rik"
"1452888_at"	0.125182583761152	0.00919835663476328	3.64236384219873	-2.8180464697023	1.84312331833333	"C20orf196"	"RIKEN cDNA 1110034G24 gene"	"1110034G24Rik"
"1428832_at"	0.0114767498563338	9.82245503324723e-05	-8.34226538311323	1.99273476812231	-2.602047679	"C16orf59"	"RIKEN cDNA 1600002H07 gene"	"1600002H07Rik"
"1436289_x_at"	0.185074952820148	0.0191103092012024	-3.08566984848496	-3.59083010550444	-0.302038867333333	"C19orf12"	"RIKEN cDNA 1600014C10 gene"	"1600014C10Rik"
"1449541_x_at"	0.122065211743334	0.00875548125295861	-3.6812337094436	-2.76557671235259	-0.346527006666668	"C6orf118"	"RIKEN cDNA 1700010I14 gene"	"1700010I14Rik"
"1455732_at"	0.108359672509202	0.00695587139412312	-3.86492461781325	-2.52052625992917	-0.652699422666667	"C1orf21"	"RIKEN cDNA 1700025G04 gene"	"1700025G04Rik"
"1438979_s_at"	0.0941484788743282	0.00524337207634702	-4.09637925859669	-2.21882570230187	-0.526117033666668	"C11orf94"	"RIKEN cDNA 1700029I15 gene"	"1700029I15Rik"
"1431988_at"	0.00248848370381227	4.41406390778435e-06	13.7024153403108	5.00349731442353	2.06965556233333	"C10orf11"	"RIKEN cDNA 1700112E06 gene"	"1700112E06Rik"
"1416917_at"	0.0151285961654946	0.00015794048565617	-7.71127391213573	1.50189337790831	-0.787477456666668	"C14orf119"	"RIKEN cDNA 1700123O20 gene"	"1700123O20Rik"
"1451415_at"	0.0664137294396	0.00276398683306643	-4.64721162365814	-1.53363861845282	-1.58880060166667	"C8orf4"	"RIKEN cDNA 1810011O10 gene"	"1810011O10Rik"
"1436523_s_at"	0.0607251016393038	0.00236351066210396	4.78798143443307	-1.3660032834454	0.667466207333336	"C8orf59"	"RIKEN cDNA 1810022K09 gene"	"1810022K09Rik"
"1453547_at"	0.169917178841186	0.0162393911093238	-3.20672343568461	-3.41969281174129	-1.79252584933334	"C11orf53"	"RIKEN cDNA 1810046K07 gene"	"1810046K07Rik"
"1424626_at"	0.0894188865758776	0.00476179934510564	4.17683381535825	-2.11584573790232	1.68322810333333	"C11orf86"	"RIKEN cDNA 2010003K11 gene"	"2010003K11Rik"
"1424072_at"	0.0151484799006526	0.000161320609788218	7.68409543911982	1.47988375988445	2.54963575633333	"C10orf35"	"RIKEN cDNA 2010107G23 gene"	"2010107G23Rik"
