"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"humanGene"	"Gene.title"	"Gene.symbol"
"scl48216.6.60_3-S"	0.156615640137736	0.0155455897531544	3.03548956539791	-3.11187319730189	0.223677911031312	"C21orf59"	"RIKEN cDNA 1110004E09 gene"	"1110004E09Rik"
"scl35872.10_82-S"	0.106961528246885	0.00608158802325634	3.65519405853593	-2.17915652360868	0.220091917805864	"C11orf1"	"RIKEN cDNA 1110032A03 gene"	"1110032A03Rik"
"scl39640.3.1_127-S"	0.0867147255351178	0.00343902546912626	4.04869987950666	-1.61005432084861	0.430903567554157	"C17orf98"	"RIKEN cDNA 1700001P01 gene"	"1700001P01Rik"
"scl0074230.1_34-S"	0.117393020265721	0.00758410896788213	-3.50659641270813	-2.39929444496175	-0.403551124866192	"C17orf97"	"RIKEN cDNA 1700016K19 gene"	"1700016K19Rik"
"scl38486.15.1_15-S"	0.127748699083183	0.00953837694928791	3.35426466368584	-2.62752994670046	0.294367617426805	"C12orf50"	"RIKEN cDNA 1700017N19 gene"	"1700017N19Rik"
"scl16160.1.1_197-S"	0.144732269597791	0.0129232570881901	-3.1552264863668	-2.92905390851809	-0.240137440016292	"C1orf21"	"RIKEN cDNA 1700025G04 gene"	"1700025G04Rik"
"scl073453.8_23-S"	0.143171732939198	0.0126044722934949	-3.17148753083546	-2.90429934219895	-0.162253119231274	"C19orf67"	"RIKEN cDNA 1700067K01 gene"	"1700067K01Rik"
"scl46298.3_54-S"	0.0947807113735225	0.00440241718943716	-3.87637813895403	-1.85664701372414	-0.246818394905574	"C14orf119"	"RIKEN cDNA 1700123O20 gene"	"1700123O20Rik"
"scl49446.1_314-S"	0.136319234725159	0.0111176108646356	3.2534916487471	-2.77977203152991	0.411532843800276	"C16orf72"	"RIKEN cDNA 1810013L24 gene"	"1810013L24Rik"
"scl069773.2_4-S"	0.121220266981699	0.00819960537876298	-3.4545347188051	-2.47702163829052	-0.278623938995828	"C19orf52"	"RIKEN cDNA 1810026J23 gene"	"1810026J23Rik"
"scl35864.6.1_30-S"	0.0132314071894561	1.65682770844135e-05	8.87302264880816	3.49804421682943	0.506075043817259	"C11orf53"	"RIKEN cDNA 1810046K07 gene"	"1810046K07Rik"
"scl17589.31_362-S"	0.0378413053640285	0.000419617884320198	-5.66231861594895	0.474006732689174	-0.568142192665992	"KIAA1468"	"RIKEN cDNA 2310035C23 gene"	"2310035C23Rik"
"scl41209.40_507-S"	0.151159997477725	0.0143377434172589	-3.0877953487882	-3.03190074257169	-0.233817494018878	"KIAA0100"	"RIKEN cDNA 2610507B11 gene"	"2610507B11Rik"
"scl0068046.2_0-S"	0.0169544637629896	3.28089075253539e-05	8.1007295982324	2.88640152675881	0.549931545259228	"C18orf21"	"RIKEN cDNA 2700062C07 gene"	"2700062C07Rik"
"scl29332.1.9_52-S"	0.132966311462629	0.0104222651155088	3.2958789754656	-2.71562359849565	0.184927387703556	"KIAA1551"	"RIKEN cDNA 2810474O19 gene"	"2810474O19Rik"
"scl31102.5.15_27-S"	0.161022951183098	0.016436569178797	2.9995456121598	-3.16691522307874	0.226445733073747	"C15orf40"	"RIKEN cDNA 3110040N11 gene"	"3110040N11Rik"
"scl0078412.1_154-S"	0.162676263906586	0.0168440654071654	-2.98377517921851	-3.1910846904742	-0.235697503527785	"C7orf49"	"RIKEN cDNA 3110062M04 gene"	"3110062M04Rik"
"scl0003706.1_56-S"	0.0289503221400515	0.000205281121834281	6.28427215703625	1.16764509776652	0.422708378871341	"C5orf34"	"RIKEN cDNA 4833420G17 gene"	"4833420G17Rik"
"scl5681.1.1_175-S"	0.0850991828654481	0.0032694872178476	-4.08434654422892	-1.55958155012809	-0.243293736010306	"C12orf29"	"RIKEN cDNA 4930430F08 gene"	"4930430F08Rik"
"scl48472.4.1_6-S"	0.133465681204909	0.0105195054437249	-3.2897757784856	-2.72485035354162	-0.278230274693087	"C3orf30"	"RIKEN cDNA 4930435E12 gene"	"4930435E12Rik"
"ri|4732470M22|PX00051B14|AK028922|3679-S"	0.057080689496974	0.00116123560910749	-4.84554213800751	-0.528773631914097	-0.28258910158924	"KIAA0040"	"RIKEN cDNA 4930523C07 gene"	"4930523C07Rik"
"ri|A730010O16|PX00149P15|AK042615|1886-S"	0.0779031210487501	0.00261020850443825	-4.24475112558033	-1.33481908691094	-0.255566545393883	"C3orf20"	"RIKEN cDNA 4930590J08 gene"	"4930590J08Rik"
"scl30596.3_19-S"	0.0947807113735225	0.00434286489194109	-3.88580491016091	-1.84304826999902	-0.308386064596457	"C10orf120"	"RIKEN cDNA 4933402N03 gene"	"4933402N03Rik"
"scl40014.3.1_10-S"	0.12902115780646	0.00981011890870562	-3.33572888257656	-2.65546249910215	-0.360889840000038	"C17orf74"	"RIKEN cDNA 4933402P03 gene"	"4933402P03Rik"
