"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"humanGene"	"Gene.title"	"Gene.symbol"
"1421575_at"	0.0937769841806648	0.000104284489455994	7.43850527214379	1.65987321348204	2.15345451267076	"KRTAP13-2"	"RIKEN cDNA 2310057N15 gene"	"2310057N15Rik"
"1437248_at"	0.0937769841806648	0.000106042575402184	7.41989252350832	1.64642983196352	0.779385865372387	"KIAA0586"	"RIKEN cDNA 2700049A03 gene"	"2700049A03Rik"
"1419153_at"	0.0262230217810565	3.91519124009673e-06	-11.9391099834404	3.95129206254738	-1.09556018597203	"KIAA0101"	"RIKEN cDNA 2810417H13 gene"	"2810417H13Rik"
"1460216_at"	0.0644101319858629	3.04618394344199e-05	-8.9163599397148	2.60362039440793	-1.77295230381641	"ACADS"	"acyl-Coenzyme A dehydrogenase, short chain"	"Acads"
"1456255_at"	0.0332269811358523	6.63051440594821e-06	11.0869092691232	3.63403461470092	1.62039157410119	"KIAA0368"	"expressed sequence AI314180"	"AI314180"
"1449338_at"	0.0961228441227927	0.000110826542524228	7.37094210003433	1.61087186673213	0.734192190107475	"ANAPC16"	"anaphase promoting complex subunit 16"	"Anapc16"
"1437104_at"	0.0644101319858629	3.01067890831522e-05	8.9315285130765	2.6121527743454	1.6129260243139	"ARFGEF1"	"ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)"	"Arfgef1"
"1450051_at"	0.0644101319858629	4.36220431982151e-05	8.46216694305248	2.33795624700061	1.16482521074673	"ATRX"	"alpha thalassemia/mental retardation syndrome X-linked"	"Atrx"
"1417504_at"	0.0262230217810565	4.0057521315997e-06	11.9009203093766	3.93794623971382	1.28186104121681	"CALB1"	"calbindin 1"	"Calb1"
"1419497_at"	0.0644101319858629	2.87576943473302e-05	8.99105359298651	2.64543047223655	1.217454221358	"CDKN1B"	"cyclin-dependent kinase inhibitor 1B"	"Cdkn1b"
"1415805_at"	0.0644101319858629	3.64620077388176e-05	-8.68645168786487	2.47164341256562	-1.08315629995854	"CLPS"	"colipase, pancreatic"	"Clps"
"1450523_at"	0.0644101319858629	4.01412720006541e-05	-8.5655830289221	2.40021765979062	-2.32468281574318	"CNTN2"	"contactin 2"	"Cntn2"
"1434411_at"	0.0510732030944156	1.35890210224382e-05	-10.0138410652399	3.16941511580243	-2.0587254861841	"COL12A1"	"collagen, type XII, alpha 1"	"Col12a1"
"1457724_at"	0.0937769841806648	0.00010374579361595	-7.44427872279643	1.66403459844927	-2.02134841645898	"CTSV"	"cathepsin L"	"Ctsl"
"1435435_at"	0.0262230217810565	4.07000182850481e-06	11.8744117746885	3.92863672595917	1.90157961712484	"CTTNBP2"	"cortactin binding protein 2"	"Cttnbp2"
"1423066_at"	0.0644101319858629	3.92231675187824e-05	8.59454403448582	2.41746256489162	0.965959952602677	"DNMT3A"	"DNA methyltransferase 3A"	"Dnmt3a"
"1442142_at"	0.0262230217810565	3.48425674806569e-06	12.1355990932357	4.01874531008331	1.9172122185425	"EDRF1"	"erythroid differentiation regulatory factor 1"	"Edrf1"
"1448136_at"	0.0644101319858629	3.16145120578958e-05	8.86845015074705	2.57653028664318	0.958886214518289	"ENPP2"	"ectonucleotide pyrophosphatase/phosphodiesterase 2"	"Enpp2"
"1426944_at"	0.0510732030944156	1.24456749309748e-05	10.1401274904339	3.22829960290767	0.983858242247832	"FBXW8"	"F-box and WD-40 domain protein 8"	"Fbxw8"
"1447736_at"	0.0717215803237881	5.24873887040849e-05	8.23580103561147	2.1978702608039	1.03657843634353	"FKBP5"	"FK506 binding protein 5"	"Fkbp5"
"1419126_at"	0.0963107019817816	0.000113178581517803	-7.34773455241602	1.59391054808805	-0.81480304447618	"HOXD9"	"homeobox D9"	"Hoxd9"
"1443646_at"	0.0986090299148772	0.000125629191408992	7.2332463027611	1.50925428801754	2.31709523358648	"IGSF10"	"immunoglobulin superfamily, member 10"	"Igsf10"
"1421192_a_at"	0.0644101319858629	2.32718418470909e-05	9.27027382118301	2.79725508347902	1.79948877262597	"ITSN1"	"intersectin 1 (SH3 domain protein 1A)"	"Itsn1"
"1439107_a_at"	0.0995382441644672	0.000132420448545887	-7.17602390601597	1.46632300335028	-0.814196614683038	"KMT2E"	"lysine (K)-specific methyltransferase 2E"	"Kmt2e"
"1423886_at"	0.0644101319858629	2.37756889103567e-05	9.24168468862985	2.78202749291888	2.50326293386391	"LAMC1"	"laminin, gamma 1"	"Lamc1"
"1415773_at"	0.0734315095939404	5.73595848913217e-05	8.12897961611279	2.12990142199538	0.904591007023273	"NCL"	"nucleolin"	"Ncl"
"1446194_at"	0.0937769841806648	0.000105762497539953	-7.42283448465522	1.64855753106943	-0.791301113763094	"NR2C1"	"nuclear receptor subfamily 2, group C, member 1"	"Nr2c1"
"1423423_at"	0.0936418202830835	9.1355847818356e-05	7.58717422653116	1.76574745226131	1.09296625719746	"PDIA3"	"protein disulfide isomerase associated 3"	"Pdia3"
"1443120_at"	0.0986090299148772	0.000128997866233071	-7.20444150962416	1.48769542302873	-1.85585735475951	"PDZD4"	"PDZ domain containing 4"	"Pdzd4"
"1444521_at"	0.0644101319858629	4.00370362763935e-05	-8.56883348182244	2.40215728637611	-1.68328778174865	"PIGL"	"phosphatidylinositol glycan anchor biosynthesis, class L"	"Pigl"
"1416729_at"	0.0332269811358523	6.31798819346623e-06	-11.1626588682271	3.66395929411879	-2.51597002725786	"PLG"	"plasminogen"	"Plg"
"1431464_a_at"	0.0937769841806648	9.77462609847451e-05	-7.51093941400808	1.71178925247507	-2.02421633476271	"PMM2"	"phosphomannomutase 2"	"Pmm2"
"1421320_a_at"	0.000343706733424177	7.62082289581555e-09	28.0458645334371	6.25259151946314	3.7524430739723	"QTRTD1"	"queuine tRNA-ribosyltransferase domain containing 1"	"Qtrtd1"
"1416316_at"	0.0815898649509944	7.05528643065293e-05	-7.8842475530171	1.96951650374499	-0.811284500913392	"SLC27A2"	"solute carrier family 27 (fatty acid transporter), member 2"	"Slc27a2"
"1428805_at"	0.0897650607897273	8.55834153113739e-05	-7.66135171781684	1.81758713557104	-2.17332185960894	"SLC35E3"	"solute carrier family 35, member E3"	"Slc35e3"
